problem	domain	status	rating
GRP727-1	GRP	UNS	0.61
GRP728-1	GRP	UNS	0.35
GRP729-1	GRP	UNS	0.35
GRP730-1	GRP	UNS	0.35
GRP731-1	GRP	UNS	0.26
GRP732-1	GRP	UNS	1.00
GRP735-1	GRP	SAT	1.00
GRP736-1	GRP	UNK	1.00
GRP737-1	GRP	SAT	0.80
GRP738-1	GRP	SAT	1.00
GRP739-1	GRP	SAT	1.00
GRP740-1	GRP	SAT	1.00
GRP741-1	GRP	SAT	0.80
GRP742-1	GRP	SAT	1.00
GRP743-1	GRP	SAT	0.80
GRP744-1	GRP	SAT	1.00
GRP749-1	GRP	UNS	1.00
GRP750-1	GRP	UNS	0.26
GRP751-1	GRP	UNS	0.39
GRP752-1	GRP	UNS	0.43
GRP753-1	GRP	UNS	0.74
GRP754-1	GRP	UNS	0.26
GRP756-1	GRP	UNS	0.09
GRP760-10	GRP	SAT	1.00
GRP763-10	GRP	SAT	1.00
GRP764-1	GRP	UNS	0.74
GRP765-1	GRP	UNS	0.65
GRP766-1	GRP	UNS	0.65
GRP767-1	GRP	UNS	0.22
GRP768-1	GRP	UNS	0.48
GRP769-1	GRP	UNS	0.61
GRP770-1	GRP	UNS	0.57
GRP771-1	GRP	UNS	1.00
GRP772-1	GRP	UNS	0.35
GRP773-1	GRP	SAT	1.00
GRP777-10	GRP	UNS	0.17
HEN010-10	HEN	UNS	0.70
HWC004-1	HWC	SAT	0.00
HWC004-2	HWC	SAT	0.00
KLE044-10	KLE	UNS	0.35
KLE084-10	KLE	UNS	0.48
KLE090-10	KLE	UNS	0.17
KLE096-10	KLE	UNS	1.00
KLE104-10	KLE	UNS	0.61
KLE108-10	KLE	UNS	0.74
KLE110-10	KLE	UNS	0.87
KLE122-10	KLE	UNS	0.96
KLE145-10	KLE	UNS	0.26
KLE147-10	KLE	UNS	0.57
KLE151-10	KLE	UNS	0.78
KLE152-10	KLE	UNS	0.96
KLE157-10	KLE	UNS	1.00
KLE161-10	KLE	UNS	1.00
KLE169-10	KLE	UNS	0.65
KLE171-10	KLE	SAT	1.00
LAT005-10	LAT	UNS	0.30
LAT006-1	LAT	UNS	0.09
LAT007-1	LAT	UNS	0.17
LAT008-1	LAT	UNS	0.04
LAT009-1	LAT	UNS	0.09
LAT010-1	LAT	UNS	0.13
LAT011-1	LAT	UNS	0.09
LAT012-1	LAT	UNS	0.00
LAT013-1	LAT	UNS	0.09
LAT014-1	LAT	UNS	0.00
LAT016-1	LAT	SAT	0.20
LAT017-1	LAT	UNS	0.52
LAT018-1	LAT	UNS	0.74
LAT019-1	LAT	UNS	0.00
LAT020-1	LAT	UNS	0.48
LAT021-1	LAT	UNS	0.04
LAT022-1	LAT	UNS	0.30
LAT023-1	LAT	UNS	0.26
LAT024-1	LAT	SAT	0.00
LAT025-1	LAT	SAT	0.00
LAT026-1	LAT	UNS	0.17
LAT027-1	LAT	UNS	0.04
LAT028-1	LAT	UNS	0.04
LAT031-1	LAT	UNS	0.00
LAT032-1	LAT	UNS	0.00
LAT033-1	LAT	UNS	0.00
LAT034-1	LAT	UNS	0.00
LAT038-1	LAT	UNS	0.17
LAT039-1	LAT	UNS	0.09
LAT039-2	LAT	UNS	0.04
LAT040-1	LAT	UNS	0.00
LAT042-1	LAT	UNS	0.00
LAT043-1	LAT	UNS	0.00
LAT044-1	LAT	UNS	0.26
LAT045-1	LAT	UNS	0.04
LAT046-1	LAT	SAT	0.20
LAT047-1	LAT	SAT	0.00
LAT048-1	LAT	SAT	0.00
LAT049-1	LAT	SAT	0.20
LAT050-1	LAT	SAT	0.40
LAT051-1	LAT	SAT	0.00
LAT052-1	LAT	SAT	0.40
LAT053-1	LAT	SAT	0.80
LAT054-1	LAT	SAT	0.60
LAT055-2	LAT	SAT	0.00
LAT059-1	LAT	SAT	0.00
LAT060-1	LAT	SAT	0.00
LAT061-1	LAT	SAT	0.00
LAT062-1	LAT	SAT	0.20
LAT063-1	LAT	SAT	0.20
LAT065-10	LAT	UNS	0.96
LAT070-1	LAT	UNS	0.74
LAT071-1	LAT	OPN	1.00
LAT072-1	LAT	UNS	0.74
LAT073-1	LAT	OPN	1.00
LAT074-1	LAT	UNS	1.00
LAT075-1	LAT	UNS	1.00
LAT076-1	LAT	UNS	0.91
LAT077-1	LAT	UNS	1.00
LAT078-1	LAT	UNS	0.91
LAT079-1	LAT	UNS	0.96
LAT080-1	LAT	UNS	0.35
LAT081-1	LAT	UNS	0.39
LAT082-1	LAT	UNS	0.35
LAT083-1	LAT	UNS	0.30
LAT084-1	LAT	UNS	0.48
LAT085-1	LAT	UNS	0.48
LAT086-1	LAT	UNS	0.35
LAT087-1	LAT	UNS	0.35
LAT088-1	LAT	UNS	0.00
LAT089-1	LAT	UNS	0.04
LAT090-1	LAT	UNS	0.00
LAT091-1	LAT	UNS	0.04
LAT092-1	LAT	UNS	0.30
LAT093-1	LAT	UNS	0.30
LAT094-1	LAT	UNS	0.26
LAT095-1	LAT	UNS	0.30
LAT096-1	LAT	UNS	0.26
LAT097-1	LAT	UNS	0.30
LAT098-1	LAT	SAT	0.40
LAT099-1	LAT	SAT	0.60
LAT100-1	LAT	SAT	0.20
LAT101-1	LAT	SAT	0.20
LAT102-1	LAT	SAT	0.20
LAT103-1	LAT	SAT	0.20
LAT104-1	LAT	SAT	0.40
LAT105-1	LAT	SAT	0.40
LAT106-1	LAT	SAT	0.40
LAT107-1	LAT	SAT	0.40
LAT108-1	LAT	SAT	0.40
LAT109-1	LAT	SAT	0.40
LAT110-1	LAT	SAT	0.40
LAT111-1	LAT	SAT	0.40
LAT112-1	LAT	SAT	0.40
LAT113-1	LAT	SAT	0.20
LAT114-1	LAT	SAT	0.20
LAT115-1	LAT	SAT	0.20
LAT116-1	LAT	SAT	0.20
LAT117-1	LAT	SAT	0.60
LAT118-1	LAT	SAT	0.60
LAT119-1	LAT	SAT	0.20
LAT120-1	LAT	SAT	0.20
LAT121-1	LAT	SAT	0.20
LAT122-1	LAT	SAT	0.40
LAT123-1	LAT	SAT	0.20
LAT124-1	LAT	SAT	0.60
LAT125-1	LAT	SAT	0.60
LAT126-1	LAT	SAT	0.60
LAT127-1	LAT	SAT	0.20
LAT128-1	LAT	SAT	0.40
LAT129-1	LAT	SAT	0.20
LAT130-1	LAT	SAT	0.20
LAT131-1	LAT	SAT	0.40
LAT132-1	LAT	SAT	0.40
LAT133-1	LAT	SAT	0.20
LAT134-1	LAT	SAT	0.20
LAT135-1	LAT	SAT	0.20
LAT136-1	LAT	SAT	0.20
LAT137-1	LAT	SAT	0.40
LAT138-1	LAT	UNS	0.70
LAT139-1	LAT	UNS	0.96
LAT140-1	LAT	UNS	0.83
LAT141-1	LAT	UNS	0.91
LAT142-1	LAT	UNS	0.61
LAT143-1	LAT	UNS	0.26
LAT144-1	LAT	UNS	0.83
LAT145-1	LAT	UNS	0.83
LAT146-1	LAT	UNS	0.74
LAT147-1	LAT	UNS	0.83
LAT148-1	LAT	UNS	0.78
LAT149-1	LAT	UNS	0.87
LAT150-1	LAT	UNS	0.74
LAT151-1	LAT	UNS	0.74
LAT152-1	LAT	UNS	0.57
LAT153-1	LAT	UNS	0.65
LAT154-1	LAT	UNS	0.65
LAT155-1	LAT	UNS	0.65
LAT156-1	LAT	UNS	0.65
LAT157-1	LAT	UNS	0.74
LAT158-1	LAT	UNS	0.91
LAT159-1	LAT	UNS	0.74
LAT160-1	LAT	UNS	0.70
LAT161-1	LAT	UNS	1.00
LAT162-1	LAT	UNS	0.87
LAT163-1	LAT	UNS	0.74
LAT164-1	LAT	UNS	0.65
LAT165-1	LAT	UNS	0.78
LAT166-1	LAT	UNS	0.65
LAT167-1	LAT	UNS	0.96
LAT168-1	LAT	UNS	0.35
LAT169-1	LAT	UNS	0.83
LAT170-1	LAT	UNS	0.70
LAT171-1	LAT	UNS	0.57
LAT172-1	LAT	UNS	0.91
LAT173-1	LAT	UNS	0.96
LAT174-1	LAT	UNS	0.74
LAT175-1	LAT	UNS	0.83
LAT176-1	LAT	UNS	0.96
LAT177-1	LAT	UNS	0.74
LAT183-10	LAT	UNS	0.78
LAT186-10	LAT	UNS	0.83
LAT190-10	LAT	UNS	0.87
LAT206-10	LAT	UNS	0.96
LAT222-10	LAT	UNS	0.70
LAT223-10	LAT	UNS	0.83
LAT224-10	LAT	UNS	0.83
LAT229-10	LAT	UNS	1.00
LAT230-10	LAT	UNS	0.57
LAT241-10	LAT	UNS	0.52
LAT268-10	LAT	UNS	0.09
LAT389-1	LAT	UNS	0.39
LAT390-1	LAT	UNS	0.39
LAT391-1	LAT	UNS	0.39
LAT392-1	LAT	UNS	0.39
LAT393-1	LAT	UNS	0.70
LAT393-2	LAT	UNS	0.74
LAT394-1	LAT	UNS	0.22
LAT394-2	LAT	UNS	0.13
LAT399-1	LAT	UNS	0.61
LAT399-2	LAT	UNS	0.61
LAT400-1	LAT	UNS	0.91
LAT400-2	LAT	UNS	0.91
LAT400-3	LAT	UNS	0.87
LAT400-4	LAT	UNS	0.87
LAT401-1	LAT	UNS	0.87
LAT401-2	LAT	UNS	0.87
LCL024-10	LCL	UNS	0.48
LCL026-10	LCL	UNS	0.26
LCL038-10	LCL	UNS	0.78
LCL042-10	LCL	UNS	0.83
LCL050-10	LCL	UNS	0.48
LCL054-10	LCL	UNS	0.83
LCL060-10	LCL	UNS	0.91
LCL078-10	LCL	SAT	0.00
LCL084-10	LCL	UNS	0.74
LCL096-10	LCL	UNS	0.17
LCL109-10	LCL	UNS	0.26
LCL109-2	LCL	UNS	0.26
LCL109-6	LCL	UNS	0.22
LCL110-2	LCL	UNS	0.04
LCL111-2	LCL	UNS	0.04
LCL112-2	LCL	UNS	0.09
LCL113-10	LCL	UNS	0.52
LCL113-2	LCL	UNS	0.09
LCL114-2	LCL	UNS	0.09
LCL115-2	LCL	UNS	0.09
LCL116-2	LCL	UNS	0.09
LCL127-10	LCL	UNS	0.78
LCL132-1	LCL	UNS	0.00
LCL133-1	LCL	UNS	0.04
LCL134-1	LCL	UNS	0.00
LCL135-1	LCL	UNS	0.04
LCL136-1	LCL	SAT	0.00
LCL137-1	LCL	SAT	0.00
LCL138-1	LCL	UNS	0.22
LCL139-1	LCL	UNS	0.04
LCL140-1	LCL	UNS	0.09
LCL141-1	LCL	UNS	0.09
LCL142-10	LCL	SAT	0.00
LCL148-10	LCL	UNS	0.96
LCL153-1	LCL	UNS	0.04
LCL154-1	LCL	UNS	0.00
LCL155-1	LCL	UNS	0.04
LCL156-1	LCL	UNS	0.04
LCL157-1	LCL	UNS	0.00
LCL158-1	LCL	UNS	0.04
LCL159-1	LCL	UNS	0.04
LCL160-1	LCL	UNS	0.35
LCL161-1	LCL	UNS	0.04
LCL162-1	LCL	UNS	0.17
LCL163-1	LCL	UNS	0.22
LCL164-1	LCL	UNS	0.04
LCL165-1	LCL	SAT	0.20
LCL183-10	LCL	SAT	0.60
LCL186-10	LCL	UNS	0.13
LCL192-10	LCL	UNS	0.78
LCL195-10	LCL	UNS	0.91
LCL203-10	LCL	UNS	0.22
LCL211-10	LCL	UNS	0.26
LCL218-10	LCL	UNS	0.26
LCL219-10	LCL	SAT	0.60
LCL220-10	LCL	UNS	0.96
LCL224-10	LCL	UNS	0.91
LCL225-10	LCL	UNS	0.96
LCL231-10	LCL	UNS	0.83
LCL235-10	LCL	SAT	0.60
LCL239-10	LCL	UNS	0.13
LCL244-10	LCL	SAT	0.60
LCL245-10	LCL	UNS	0.96
LCL250-10	LCL	UNS	0.70
LCL252-10	LCL	SAT	0.60
LCL255-10	LCL	SAT	0.60
LCL263-10	LCL	UNS	1.00
LCL265-10	LCL	UNS	0.57
LCL270-10	LCL	UNS	1.00
LCL278-10	LCL	UNS	1.00
LCL282-10	LCL	UNS	1.00
LCL289-10	LCL	UNS	0.96
LCL292-10	LCL	SAT	0.20
LCL304-10	LCL	UNS	1.00
LCL306-10	LCL	UNS	0.91
LCL315-10	LCL	UNS	1.00
LCL316-10	LCL	UNS	1.00
LCL330-10	LCL	UNS	0.96
LCL331-10	LCL	UNS	1.00
LCL339-10	LCL	UNS	0.96
LCL341-10	LCL	UNS	0.87
LCL348-10	LCL	UNS	0.96
LCL351-10	LCL	UNS	1.00
LCL375-10	LCL	UNS	1.00
LCL384-10	LCL	UNS	0.74
LCL385-10	LCL	UNS	0.78
LCL390-10	LCL	UNS	0.91
LCL395-10	LCL	UNS	1.00
LCL400-10	LCL	UNS	0.35
LCL407-1	LCL	SAT	0.00
LCL407-2	LCL	SAT	0.00
LCL409-1	LCL	SAT	0.00
LCL410-1	LCL	SAT	0.00
LCL415-10	LCL	SAT	1.00
LCL416-10	LCL	UNS	0.43
LCL419-10	LCL	UNS	1.00
LCL423-10	LCL	UNS	1.00
LCL443-10	LCL	UNS	0.09
LCL645-10.001	LCL	SAT	0.00
LCL687-10.001	LCL	SAT	0.00
LCL687-10.015	LCL	SAT	0.00
LCL884-10	LCL	SAT	0.00
LCL886-10	LCL	SAT	0.00
LCL890-10	LCL	UNS	0.87
LCL897-10	LCL	UNS	0.52
LCL905-1	LCL	SAT	0.00
LCL927-10	LCL	UNS	1.00
LDA001-1	LDA	UNS	0.00
LDA002-1	LDA	UNS	0.00
LDA007-3	LDA	UNS	0.00
LDA015-1	LDA	SAT	0.60
LDA016-1	LDA	SAT	0.60
LDA017-1	LDA	SAT	0.80
LDA018-1	LDA	SAT	0.80
LDA019-1	LDA	SAT	0.60
LDA020-1	LDA	SAT	0.60
LDA021-1	LDA	SAT	0.80
LDA022-1	LDA	SAT	0.80
LDA023-1	LDA	SAT	0.60
LDA024-1	LDA	SAT	0.60
LDA025-1	LDA	SAT	0.60
LDA026-1	LDA	SAT	0.60
LDA027-1	LDA	SAT	0.80
LDA028-1	LDA	SAT	0.60
LDA029-1	LDA	SAT	0.80
LDA030-1	LDA	SAT	0.80
LDA031-1	LDA	SAT	0.60
LDA032-1	LDA	SAT	0.80
LDA033-1	LDA	SAT	0.80
LDA034-1	LDA	SAT	0.60
LDA035-1	LDA	SAT	0.80
LDA036-1	LDA	SAT	0.80
LDA037-1	LDA	SAT	0.60
LDA038-1	LDA	SAT	0.60
LDA039-1	LDA	SAT	0.60
LDA040-1	LDA	SAT	1.00
MGT038-10	MGT	SAT	0.00
MSC013-10	MSC	SAT	0.60
MSC014-10	MSC	SAT	0.40
MSC015-10.027	MSC	UNS	1.00
MSC015-10.030	MSC	UNS	1.00
MSC018-10	MSC	SAT	0.20
MVA001-1	MVA	UNS	1.00
MVA002-1	MVA	UNS	1.00
MVA003-1	MVA	UNS	0.91
MVA004-1	MVA	UNS	1.00
MVA005-1	MVA	UNS	1.00
MVA006-1	MVA	UNS	1.00
MVA007-1	MVA	UNS	1.00
MVA008-1	MVA	UNS	0.74
MVA009-1	MVA	UNS	0.74
MVA010-1	MVA	UNS	1.00
MVA011-1	MVA	UNS	0.74
MVA012-1	MVA	UNS	1.00
MVA013-1	MVA	UNS	1.00
MVA014-1	MVA	UNS	1.00
MVA015-1	MVA	UNS	1.00
NLP002-10	NLP	SAT	0.20
NLP003-10	NLP	SAT	0.20
NLP014-10	NLP	SAT	0.20
NLP015-10	NLP	SAT	0.20
NLP016-10	NLP	SAT	0.20
NLP017-10	NLP	SAT	0.20
NLP018-10	NLP	SAT	0.20
NLP019-10	NLP	SAT	0.20
NLP020-10	NLP	SAT	0.20
NLP021-10	NLP	SAT	0.20
NLP022-10	NLP	SAT	0.20
NLP023-10	NLP	SAT	0.20
NLP024-10	NLP	SAT	0.40
NLP025-10	NLP	SAT	0.20
NLP042-10	NLP	SAT	0.20
NLP108-10	NLP	SAT	0.00
NLP110-10	NLP	SAT	0.00
NLP111-10	NLP	SAT	0.00
NLP112-10	NLP	SAT	0.00
NLP124-10	NLP	SAT	0.00
NLP125-10	NLP	SAT	0.00
NLP126-10	NLP	SAT	0.20
NLP127-10	NLP	SAT	0.20
NLP128-10	NLP	SAT	0.00
NLP129-10	NLP	SAT	0.00
NLP220-10	NLP	SAT	0.40
NLP224-10	NLP	SAT	0.40
NLP225-10	NLP	SAT	0.40
NLP226-10	NLP	SAT	0.40
NLP227-10	NLP	SAT	0.60
NLP228-10	NLP	SAT	0.60
NLP229-10	NLP	SAT	0.60
NLP240-10	NLP	SAT	0.40
NLP241-10	NLP	SAT	0.40
NLP242-10	NLP	SAT	0.40
NLP243-10	NLP	SAT	0.40
NLP244-10	NLP	SAT	0.40
NLP245-10	NLP	SAT	0.40
NLP246-10	NLP	SAT	0.40
NLP247-10	NLP	SAT	0.40
NLP248-10	NLP	SAT	0.40
NLP249-10	NLP	SAT	0.40
NUM026-10	NUM	UNK	1.00
NUM284-10.014	NUM	UNS	0.96
NUN133-1	NUN	UNS	0.74
NUN134-1	NUN	UNS	0.22
PLA007-10	PLA	UNS	0.87
PLA008-10	PLA	UNS	1.00
PLA014-10	PLA	UNS	1.00
PLA015-10	PLA	UNS	1.00
PLA017-10	PLA	UNS	0.35
PLA023-10	PLA	UNS	1.00
PLA031-10.006	PLA	UNS	1.00
PLA031-10.019	PLA	UNS	1.00
PUZ015-10	PUZ	SAT	0.40
PUZ039-10	PUZ	UNS	0.22
PUZ049-10	PUZ	SAT	0.60
PUZ051-10	PUZ	UNK	1.00
PUZ054-10	PUZ	SAT	0.00
PUZ056-10.020	PUZ	UNS	1.00
PUZ056-10.030	PUZ	UNS	1.00
PUZ131-10	PUZ	UNS	0.22
REL001-1	REL	UNS	0.04
REL002-1	REL	UNS	0.04
REL004-1	REL	UNS	0.13
REL004-2	REL	UNS	0.13
REL004-3	REL	UNS	0.13
REL005-1	REL	UNS	0.26
REL005-3	REL	UNS	0.30
REL006-1	REL	UNS	0.09
REL007-1	REL	UNS	0.13
REL008-1	REL	UNS	0.35
REL008-3	REL	UNS	0.35
REL010-1	REL	UNS	0.74
REL010-2	REL	UNS	0.35
REL011-1	REL	UNS	0.74
REL011-2	REL	UNS	0.17
REL012-1	REL	UNS	0.35
REL012-2	REL	UNS	0.35
REL014-1	REL	SAT	0.00
REL015-1	REL	UNS	0.04
REL016-1	REL	UNS	0.91
REL016-10	REL	UNS	0.87
REL016-3	REL	UNS	0.83
REL017-1	REL	UNS	0.87
REL017-3	REL	UNS	0.96
REL018-1	REL	UNS	0.09
REL019-1	REL	UNS	0.65
REL019-2	REL	UNS	0.65
REL020-1	REL	UNS	0.83
REL020-2	REL	UNS	0.70
REL021-1	REL	UNS	0.74
REL021-2	REL	UNS	0.74
REL022-1	REL	UNS	0.83
REL022-2	REL	UNS	0.83
REL023-1	REL	UNS	0.04
REL023-2	REL	UNS	0.09
REL024-1	REL	UNS	0.35
REL024-2	REL	UNS	0.26
REL025-1	REL	UNS	0.43
REL026-1	REL	UNS	0.52
REL026-3	REL	UNS	0.52
REL027-1	REL	UNS	0.39
REL027-3	REL	UNS	0.43
REL028-1	REL	UNS	0.61
REL028-2	REL	UNS	0.48
REL029-1	REL	UNS	0.74
REL029-10	REL	UNS	0.74
REL029-3	REL	UNS	0.74
REL030-1	REL	UNS	0.83
REL030-3	REL	UNS	0.78
REL031-1	REL	UNS	0.43
REL031-2	REL	UNS	0.43
REL032-1	REL	UNS	0.91
REL032-2	REL	UNS	0.87
REL033-1	REL	UNS	0.78
REL033-3	REL	UNS	0.83
REL034-1	REL	UNS	0.78
REL034-2	REL	UNS	0.78
REL035-1	REL	UNS	0.74
REL035-2	REL	UNS	0.78
REL036-1	REL	UNS	0.83
REL036-2	REL	UNS	0.87
REL037-1	REL	UNS	0.83
REL037-2	REL	UNS	0.87
REL038-1	REL	UNS	0.91
REL039-1	REL	UNS	1.00
REL040-1	REL	UNS	0.96
REL040-10	REL	UNS	0.96
REL040-3	REL	UNS	0.91
REL041-1	REL	UNS	0.91
REL041-2	REL	UNS	0.39
REL042-1	REL	UNS	0.52
REL042-2	REL	UNS	0.30
REL043-1	REL	UNS	0.78
REL043-2	REL	UNS	0.39
REL044-1	REL	UNS	0.74
REL044-2	REL	UNS	0.39
REL045-1	REL	UNS	0.83
REL045-2	REL	UNS	0.35
REL047-1	REL	UNS	0.39
REL049-1	REL	UNS	0.00
REL050-1	REL	UNS	0.35
REL050-3	REL	UNS	0.35
REL053-1	REL	SAT	0.00
RNG001-10	RNG	UNS	0.57
RNG004-10	RNG	UNS	0.70
RNG006-10	RNG	UNS	0.74
RNG007-4	RNG	UNS	0.00
RNG008-3	RNG	UNS	0.00
RNG008-4	RNG	UNS	0.00
RNG008-7	RNG	UNS	0.04
RNG009-5	RNG	UNS	0.48
RNG009-7	RNG	UNS	0.43
RNG010-5	RNG	UNK	1.00
RNG010-6	RNG	UNK	1.00
RNG010-7	RNG	UNK	1.00
RNG011-5	RNG	UNS	0.00
RNG012-6	RNG	UNS	0.09
RNG013-6	RNG	UNS	0.09
RNG014-6	RNG	UNS	0.09
RNG015-6	RNG	UNS	0.09
RNG016-6	RNG	UNS	0.13
RNG017-6	RNG	UNS	0.13
RNG018-6	RNG	UNS	0.09
RNG019-6	RNG	UNS	0.35
RNG019-7	RNG	UNS	0.30
RNG020-6	RNG	UNS	0.35
RNG020-7	RNG	UNS	0.22
RNG021-6	RNG	UNS	0.35
RNG021-7	RNG	UNS	0.35
RNG023-6	RNG	UNS	0.00
RNG023-7	RNG	UNS	0.00
RNG024-6	RNG	UNS	0.00
RNG024-7	RNG	UNS	0.04
RNG025-4	RNG	UNS	0.83
RNG025-5	RNG	UNS	0.74
RNG025-6	RNG	UNS	0.57
RNG025-7	RNG	UNS	0.48
RNG025-8	RNG	SAT	0.00
RNG025-9	RNG	SAT	0.00
RNG026-6	RNG	UNS	0.39
RNG026-7	RNG	UNS	0.30
RNG027-10	RNG	UNS	1.00
RNG027-5	RNG	UNS	0.96
RNG027-7	RNG	UNS	0.96
RNG027-8	RNG	UNS	0.91
RNG027-9	RNG	UNS	0.91
RNG028-5	RNG	UNS	0.96
RNG028-7	RNG	UNS	0.96
RNG028-8	RNG	UNS	0.96
RNG028-9	RNG	UNS	0.91
RNG029-10	RNG	UNS	1.00
RNG029-5	RNG	UNS	0.96
RNG029-6	RNG	UNS	0.96
RNG029-7	RNG	UNS	0.96
RNG030-6	RNG	SAT	1.00
RNG030-7	RNG	SAT	1.00
RNG031-6	RNG	SAT	0.60
RNG031-7	RNG	SAT	0.60
RNG032-6	RNG	SAT	1.00
RNG032-7	RNG	SAT	1.00
RNG033-6	RNG	UNK	1.00
RNG033-7	RNG	UNK	1.00
RNG033-8	RNG	UNK	1.00
RNG033-9	RNG	UNK	1.00
RNG035-7	RNG	UNS	0.65
RNG036-7	RNG	UNK	1.00
RNG042-2	RNG	SAT	0.00
RNG042-3	RNG	SAT	0.00
RNG043-1	RNG	SAT	0.00
RNG128-1	RNG	UNS	0.00
ROB001-1	ROB	UNS	1.00
ROB002-1	ROB	UNS	0.00
ROB003-1	ROB	UNS	0.09
ROB004-1	ROB	UNS	0.13
ROB005-1	ROB	UNS	0.26
ROB006-1	ROB	UNS	0.96
ROB006-2	ROB	UNS	0.96
ROB007-1	ROB	UNK	1.00
ROB007-2	ROB	UNK	1.00
ROB008-1	ROB	UNS	0.04
ROB009-1	ROB	UNS	0.04
ROB010-1	ROB	UNS	0.00
ROB013-1	ROB	UNS	0.00
ROB015-10	ROB	UNS	0.61
ROB018-10	ROB	UNS	0.87
ROB020-1	ROB	UNK	1.00
ROB020-2	ROB	UNK	1.00
ROB022-1	ROB	UNS	0.17
ROB023-1	ROB	UNS	0.13
ROB024-1	ROB	UNK	1.00
ROB025-10	ROB	UNS	1.00
ROB026-1	ROB	UNS	0.96
ROB027-1	ROB	OPN	1.00
ROB028-1	ROB	SAT	0.20
ROB030-1	ROB	UNS	0.00
ROB031-1	ROB	UNS	1.00
ROB031-2	ROB	UNS	0.96
ROB032-1	ROB	UNS	1.00
ROB032-2	ROB	UNS	1.00
ROB033-1	ROB	UNS	1.00
ROB034-1	ROB	UNS	1.00
ROB035-1	ROB	UNS	0.96
SEU323-10	SEU	UNS	0.04
SWB004-10	SWB	SAT	0.00
SWB005-10	SWB	SAT	0.20
SWB006-10	SWB	SAT	0.20
SWB007-10	SWB	SAT	0.20
SWB008-10	SWB	SAT	0.00
SWB009-10	SWB	SAT	0.20
SWB010-10	SWB	SAT	0.00
SWB012-10	SWB	SAT	0.20
SWB013-10	SWB	SAT	0.20
SWB014-10	SWB	SAT	0.40
SWB015-10	SWB	SAT	0.00
SWB016-10	SWB	SAT	0.20
SWB017-10	SWB	SAT	0.00
SWB018-10	SWB	SAT	0.40
SWB020-10	SWB	SAT	0.20
SWB021-10	SWB	SAT	0.00
SWB022-10	SWB	SAT	0.20
SWB023-10	SWB	SAT	0.00
SWB024-10	SWB	SAT	0.20
SWB025-10	SWB	SAT	0.20
SWB026-10	SWB	SAT	0.00
SWB027-10	SWB	SAT	0.20
SWB028-10	SWB	SAT	0.00
SWB029-10	SWB	SAT	0.20
SWB032-10	SWB	SAT	0.00
SWV015-10	SWV	SAT	0.20
SWV021-10	SWV	SAT	0.80
SWV234-10	SWV	UNS	1.00
SWV238-10	SWV	SAT	1.00
SWV243-2	SWV	UNS	0.04
SWV262-2	SWV	UNS	0.00
SWV818-1	SWV	UNS	0.04
SWV819-1	SWV	UNS	0.09
SWV918-10	SWV	SAT	0.00
SWV920-10	SWV	SAT	0.00
SWV973-10	SWV	SAT	0.60
SYN080-1	SYN	UNS	0.04
SYN083-1	SYN	UNS	0.04
SYN116-10	SYN	UNS	0.09
SYN143-10	SYN	UNS	0.13
SYN170-10	SYN	UNS	0.09
SYN193-10	SYN	UNS	0.09
SYN214-10	SYN	UNS	0.09
SYN303-10	SYN	SAT	0.60
SYN305-1	SYN	SAT	0.60
SYN329-10	SYN	SAT	0.00
SYN337-10	SYN	SAT	0.00
SYN342-10	SYN	SAT	0.00
SYN552-1	SYN	SAT	0.00
SYN563-10	SYN	UNS	0.26
SYN598-10	SYN	UNS	0.65
SYN615-10	SYN	UNS	0.91
SYN708-10	SYN	UNS	0.74
SYN986-10.005	SYN	UNS	1.00
SYN986-10.006	SYN	UNS	1.00
SYO636-10	SYO	SAT	1.00
SYO640-10	SYO	SAT	0.20
SYO641-10	SYO	SAT	0.00
TOP049-1	TOP	UNS	0.00
TOP050-1	TOP	UNS	0.17
TOP051-1	TOP	UNS	0.00
TOP052-1	TOP	UNS	0.61
TOP053-1	TOP	UNS	0.00
